"ANNEX1_GENUS","NCBI_SUB_TAXA","NCBI_TAXONOMY_LINK","INCLUDE_APPROVED_SIGN","EXCLUDE_APPROVED_SIGN"
"Fragaria","unclassified Fragaria","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2630340","   ","   "
" ","   Fragaria sp. CFRA 538","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=101021","   ","   "
" ","   Fragaria sp. WO2004106530","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=306640","   ","   "
" ","   Fragaria sp. 301","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=352854","   ","   "
" ","   Fragaria sp. AT-2018","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2316118","   ","   "
" ","   Fragaria sp. 821-33-2014","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2358345","   ","   "
" ","   Fragaria sp. QQ-2021","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2872684","   ","   "
"Malus","Malus domestica","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3750","   ","   "
" ","   Malus domestica subsp. chinensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1457994","   ","   "
"Malus","Malus sylvestris","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3752","   ","   "
"Malus","Malus domestica x Pyrus communis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=28521","   ","   "
"Malus","Malus angustifolia","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106547","   ","   "
"Malus","Malus asiatica","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106548","   ","   "
"Malus","Malus baccata","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106549","   ","   "
" ","   Malus baccata var. xiaojinensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=141206","   ","   "
" ","   Malus baccata var. baccata","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=714481","   ","   "
" ","      Malus baccata f. minor","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=439135","   ","   "
" ","   Malus baccata var. cerasifera","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400192","   ","   "
"Malus","Malus coronaria","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106550","   ","   "
" ","   Malus coronaria var. bracteata","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1143235","   ","   "
" ","   Malus coronaria var. glabrata","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1143238","   ","   "
" ","   Malus coronaria var. glaucescens","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1143239","   ","   "
"Malus","Malus doumeri","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106551","   ","   "
"Malus","Malus florentina","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106552","   ","   "
"Malus","Malus fusca","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106553","   ","   "
"Malus","Malus halliana","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106554","   ","   "
"Malus","Malus honanensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106555","   ","   "
"Malus","Malus hupehensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106556","   ","   "
" ","   Malus hupehensis var. mengshanensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=550789","   ","   "
"Malus","Malus ioensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106557","   ","   "
"Malus","Malus kansuensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106558","   ","   "
"Malus","Malus mandshurica","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106559","   ","   "
" ","   Malus mandshurica var. sachalinensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400198","   ","   "
"Malus","Malus niedzwetzkyana","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106560","   ","   "
"Malus","Malus orientalis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106562","   ","   "
"Malus","Malus prattii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106563","   ","   "
"Malus","Malus prunifolia","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106564","   ","   "
"Malus","Malus sargentii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106565","   ","   "
"Malus","Malus sieboldii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106566","   ","   "
"Malus","Malus sieversii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106567","   ","   "
" ","   Malus sieversii var. kirghisorum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1143240","   ","   "
" ","   Malus sieversii var. turkmenorum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400199","   ","   "
"Malus","Malus toringoides","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106568","   ","   "
"Malus","Malus transitoria","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106569","   ","   "
"Malus","Malus trilobata","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106570","   ","   "
"Malus","Malus tschonoskii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106571","   ","   "
"Malus","Malus yunnanensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=106572","   ","   "
"Malus","Malus floribunda","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=138912","   ","   "
"Malus","Malus micromalus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=147045","   ","   "
"Malus","Malus pumila","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=283210","   ","   "
" ","   Malus pumila var. 'gallica'","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400641","   ","   "
"Malus","Malus domestica x Malus sieversii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=339852","   ","   "
"Malus","Malus x platycarpa","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=343465","   ","   "
"Malus","Malus hybrid rootstock","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=370305","   ","   "
"Malus","Malus rockii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=470517","   ","   "
"Malus","Malus zumi","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=544964","   ","   "
"Malus","Malus hybrid cultivar","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=604297","   ","   "
"Malus","Malus spectabilis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=709982","   ","   "
"Malus","Malus leiocalyca","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1008924","   ","   "
"Malus","Malus brevipes","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1143236","   ","   "
"Malus","Malus carolinensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1143237","   ","   "
"Malus","Malus sikkimensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1143241","   ","   "
"Malus","Malus zhaojiaoensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1143243","   ","   "
"Malus","Malus x robusta","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1184610","   ","   "
"Malus","Malus x purpurea","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1217205","   ","   "
" ","   Malus x purpurea var. aldenhamensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400196","   ","   "
"Malus","Malus domestica x Malus honanensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1297389","   ","   "
"Malus","Malus domestica x Malus fusca","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1379479","   ","   "
"Malus","Malus x arnoldiana","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400188","   ","   "
"Malus","Malus x scheideckeri","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400189","   ","   "
"Malus","Malus x soulardii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400190","   ","   "
"Malus","Malus caspiriensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400191","   ","   "
"Malus","Malus denticulata","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400193","   ","   "
"Malus","Malus pallasiana","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400194","   ","   "
"Malus","Malus ringo","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1400197","   ","   "
"Malus","Malus maerkangensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1413704","   ","   "
"Malus","Malus setok","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1413705","   ","   "
"Malus","Malus sieboldii x Malus spectabilis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1479477","   ","   "
"Malus","Malus sargenti x Malus niedzwetzkyana","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1479478","   ","   "
"Malus","Malus x adstringens","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1479479","   ","   "
"Malus","Malus x moerlandsii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1479480","   ","   "
"Malus","Malus melliana","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1603816","   ","   "
"Malus","Malus prunifolia x Malus pumila","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1781214","   ","   "
"Malus","Malus cf. x robusta OMH0009","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1843289","   ","   "
"Malus","unclassified Malus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2508044","   ","   "
" ","   Malus sp.","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3751","   ","   "
" ","   Malus sp. BK39060","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=941431","   ","   "
" ","   Malus sp. 515-94C","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1156968","   ","   "
" ","   Malus sp. 79-71A","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1156969","   ","   "
" ","   Malus sp. BOP010032","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1616420","   ","   "
" ","   Malus sp. BOP010033","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1616421","   ","   "
" ","   Malus sp. BOP010354","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1616422","   ","   "
" ","   Malus sp. BOP010356","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1616423","   ","   "
" ","   Malus sp. BOP010357","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1616424","   ","   "
" ","   Malus sp. BOP010358","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1616425","   ","   "
" ","   Malus sp. SERC-1076416070","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1656842","   ","   "
" ","   Malus sp. BIOUG24049-G04","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1720384","   ","   "
" ","   Malus sp. ZL-2018","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2493698","   ","   "
" ","   Malus sp. KS-2019","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2508011","   ","   "
" ","   Malus sp. GD-2020","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2760101","   ","   "
" ","   Malus sp. 'laurifolia'","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2762506","   ","   "
"Malus","Malus cf. sylvestris RM-2019","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2653639","   ","   "
"Malus","Malus x atrosanguinea","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2654653","   ","   "
"Malus","Malus domestica x Malus asiatica","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2662992","   ","   "
"Malus","Malus x hartwigii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2759891","   ","   "
"Malus","Malus orthocarpa","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2760073","   ","   "
"Malus","Malus ombrophila","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2760075","   ","   "
"Cajanus","Cajanus cajan","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3821","   ","   "
"Cajanus","Cajanus lineatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=109161","   ","   "
"Cajanus","Cajanus scarabaeoides","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=669084","   ","   "
"Cajanus","Cajanus cajanifolius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=984912","   ","   "
"Cajanus","Cajanus reticulatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1888361","   ","   "
"Cajanus","Cajanus platycarpus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2094123","   ","   "
"Cajanus","Cajanus crassus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2461305","   ","   "
"Cajanus","unclassified Cajanus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2628745","   ","   "
" ","   Cajanus sp. SH-2010","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=883489","   ","   "
"Cajanus","Cajanus cinereus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2730124","   ","   "
"Cajanus","Cajanus acutifolius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2739742","   ","   "
"Cicer","Cicer arietinum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3827","   ","   "
"Cicer","Cicer pinnatifidum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=47088","   ","   "
"Cicer","Cicer echinospermum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=90897","   ","   "
"Cicer","Cicer reticulatum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=90898","   ","   "
"Cicer","Cicer bijugum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=90899","   ","   "
"Cicer","Cicer yamashitae","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=92718","   ","   "
"Cicer","Cicer judaicum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=92719","   ","   "
"Cicer","Cicer cuneatum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=92720","   ","   "
"Cicer","Cicer chorassanicum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=107682","   ","   "
"Cicer","Cicer canariense","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=200948","   ","   "
"Cicer","Cicer macracanthum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=200949","   ","   "
"Cicer","Cicer microphyllum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=224826","   ","   "
"Cicer","Cicer flexuosum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242867","   ","   "
"Cicer","Cicer kermanense","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242868","   ","   "
"Cicer","Cicer multijugum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242869","   ","   "
"Cicer","Cicer nuristanicum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242870","   ","   "
"Cicer","Cicer oxyodon","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242871","   ","   "
"Cicer","Cicer pungens","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242872","   ","   "
"Cicer","Cicer songaricum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242873","   ","   "
"Cicer","Cicer spiroceras","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242874","   ","   "
"Cicer","Cicer stapfianum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242875","   ","   "
"Cicer","Cicer subaphyllum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242876","   ","   "
"Cicer","Cicer tragacanthoides","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242877","   ","   "
"Cicer","Cicer anatolicum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242878","   ","   "
"Cicer","Cicer montbretii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=242879","   ","   "
"Cicer","Cicer graecum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=271817","   ","   "
"Cicer","Cicer incisum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=309201","   ","   "
"Cicer","Cicer floribundum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=380784","   ","   "
"Cicer","Cicer isauricum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=380785","   ","   "
"Cicer","Cicer rechingeri","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=380786","   ","   "
"Cicer","Cicer arietinum x Cicer reticulatum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=715468","   ","   "
"Cicer","Cicer arietinum x Cicer echinospermum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2493697","   ","   "
"Cicer","unclassified Cicer","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2800365","   ","   "
" ","   Cicer sp. DS-2020a","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=2800366","   ","   "
"Lathyrus","Lathyrus aphaca","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3854","   ","   "
"Lathyrus","Lathyrus clymenum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3855","   ","   "
" ","   Lathyrus clymenum var. articulatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=471141","   ","   "
" ","   Lathyrus clymenum var. clymenum","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=471142","   ","   "
"Lathyrus","Lathyrus cicera","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3856","   ","   "
"Lathyrus","Lathyrus hirsutus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3857","   ","   "
"Lathyrus","Lathyrus ochrus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3858","   ","   "
"Lathyrus","Lathyrus odoratus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3859","   ","   "
"Lathyrus","Lathyrus sativus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3860","   ","   "
"Lathyrus","Lathyrus sphaericus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3861","   ","   "
"Lathyrus","Lathyrus tingitanus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=3862","   ","   "
"Lathyrus","Lathyrus nissolia","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=29752","   ","   "
"Lathyrus","Lathyrus tuberosus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=49829","   ","   "
"Lathyrus","Lathyrus japonicus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=154493","   ","   "
" ","   Lathyrus japonicus subsp. maritimus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=546224","   ","   "
"Lathyrus","Lathyrus latifolius","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=154494","   ","   "
"Lathyrus","Lathyrus vestitus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=200950","   ","   "
"Lathyrus","Lathyrus pratensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=254779","   ","   "
" ","   Lathyrus pratensis subsp. pratensis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=1211580","   ","   "
"Lathyrus","Lathyrus alpestris","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313077","   ","   "
"Lathyrus","Lathyrus angulatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313078","   ","   "
"Lathyrus","Lathyrus annuus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313079","   ","   "
"Lathyrus","Lathyrus aureus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313080","   ","   "
"Lathyrus","Lathyrus davidii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313081","   ","   "
"Lathyrus","Lathyrus delnorticus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313082","   ","   "
"Lathyrus","Lathyrus digitatus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313083","   ","   "
"Lathyrus","Lathyrus filiformis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313084","   ","   "
"Lathyrus","Lathyrus glandulosus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313085","   ","   "
"Lathyrus","Lathyrus gloeosperma","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313086","   ","   "
"Lathyrus","Lathyrus gmelinii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313087","   ","   "
"Lathyrus","Lathyrus heterophyllus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313088","   ","   "
"Lathyrus","Lathyrus holochlorus","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313089","   ","   "
"Lathyrus","Lathyrus humilis","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313090","   ","   "
"Lathyrus","Lathyrus jepsonii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313091","   ","   "
"Lathyrus","Lathyrus komarovii","https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?lvl=10&id=313092","   ","   "
